fid,customer_name,account_site_nbr,state,latitude,longitude,new_tgt_cnt_4mi,new_tgt_cnt_3mi,new_tgt_cnt_2mi
27232,Ahold Delhaize,"46594884",TN,35.953,-85.814,1,1,1
27233,Family Dollar,"5833281",TN,35.955,-85.812,1,1,1
27234,Walmart,"4909841",TN,35.956,-85.829,1,1,1
27235,Dollar Tree,"5619889",TN,35.956,-85.823,1,1,1
27236,Pilot,"42979322",TN,36.022666,-87.341182,1,1,
27237,Pilot,"67430390",TN,36.023,-87.342,1,1,
27238,Walmart,"12623709",TN,36.062,-87.382,3,3,3
27239,Dollar Tree,"67268905",TN,36.068,-87.375,3,3,3
27240,Pilot,"9762883",TN,36.072,-87.379,3,3,2
27241,Ahold Delhaize,"6456055",TN,36.079,-87.376,3,3,2
27242,Family Dollar,"42498724",TN,35.976144,-89.392226,,,
27243,Family Dollar,"5670894",TN,36.032,-89.383,7,4,2
27244,Family Dollar,"5670985",TN,36.035,-89.399,7,6,3
27245,Dollar Tree,"45957592",TN,36.044,-89.385,7,7,6
27246,Family Dollar,"5670965",TN,36.051,-89.366,7,7,3
27247,Walmart,"20439741",TN,36.065,-89.396,7,7,6
27248,Family Dollar,"9460020",TN,35.05,-89.192,,,
27249,Walmart,"5443113",TN,35.227,-89.522,1,1,1
27250,Dollar Tree,"5619443",TN,35.227,-89.524,1,1,1
27251,Family Dollar,"67404311",TN,35.241,-89.337,1,1,
27252,Family Dollar,"5670987",TN,35.243,-89.345,1,1,1
27253,Pilot,"42979180",TN,35.390059,-89.410642,,,
27254,Walmart,"25278894",TN,36.422,-84.933,1,1,1
27255,Walmart,"3072833",TN,36.426,-84.923,1,1,1
27256,Ahold Delhaize,"64316521",TN,35.181,-86.107,3,3,1
27257,Dollar Tree,"46418105",TN,35.21,-86.081,3,3,3
27258,Walmart,"12618497",TN,35.214,-86.118,3,3,3
27259,Walmart,"46073582",TN,35.217,-86.103,3,3,3
27260,Home Depot,"5254663",TN,35.222,-86.104,3,3,2
27261,Walmart,"22154493",TN,35.908,-88.753,1,1,
27262,Walmart,"3021689",TN,35.918,-88.757,1,,
27263,Dollar Tree,"5095006",TN,35.918,-88.758,1,,
27264,Family Dollar,"42942840",TN,36.055942,-88.984918,,,
27265,Dollar Tree,"1990816",TN,35.198,-87.037,,,
27266,Family Dollar,"5832452",TN,35.2,-87.029,,,
27267,Home Depot,"2932265",TN,35.202,-87.057,,,
27268,Walmart,"65298349",TN,35.205,-87.062,,,
27269,Pilot,"67430412",TN,35.302,-86.887,,,
27270,Pilot,"42979319",TN,35.305279,-86.884121,,,
27271,Family Dollar,"8095946",TN,35.369,-86.839,1,1,1
27272,Family Dollar,"8152538",TN,36.1,-83.557,,,
27273,Dollar Tree,"67408786",TN,36.112,-83.489,1,1,
27274,Ahold Delhaize,"64303519",TN,36.114,-83.498,1,1,
27275,Family Dollar,"5832425",TN,36.118,-83.507,1,1,
27276,Walmart,"12621196",TN,36.128,-83.468,1,1,1
27277,Family Dollar,"5832744",TN,36.157,-83.702,,,
27278,Walmart,"8143798",TN,36.193,-83.358,3,3,1
27279,Family Dollar,"5832433",TN,36.199,-83.344,3,3,3
27280,Ahold Delhaize,"64303705",TN,36.202,-83.334,3,3,3
27281,Walmart,"12620599",TN,36.206,-83.27,2,2,2
27282,Walmart,"8636195",TN,36.207,-83.315,5,3,2
27283,Family Dollar,"5832741",TN,36.207,-83.289,4,2,
27284,Home Depot,"2000948",TN,36.21,-83.318,3,3,2
27285,Dollar Tree,"64707407",TN,36.213,-83.297,4,4,
27286,Macy�s,"8562330",TN,36.217,-83.281,4,2,2
27287,Ahold Delhaize,"64304655",TN,36.224,-83.273,2,2,2
27288,Ahold Delhaize,"6449239",TN,36.225,-83.274,2,2,2
27289,Family Dollar,"5832716",TN,36.231,-83.289,4,2,
27290,Walmart,"8470487",TN,36.237,-83.281,2,2,2
27291,Family Dollar,"5833019",TN,36.278,-83.528,,,
27292,Family Dollar,"5832732",TN,36.344,-83.269,,,
27293,Family Dollar,"5832574",TN,36.15,-82.846,1,,
27294,Dollar Tree,"8762162",TN,36.166,-82.824,6,3,1
27295,Family Dollar,"5832424",TN,36.18,-82.782,6,6,6
27296,Ahold Delhaize,"6458472",TN,36.18,-82.782,6,6,6
27297,Publix,"10342999",TN,36.18,-82.783,6,6,6
27298,Walmart,"14152975",TN,36.18,-82.776,6,6,5
27299,Walmart,"2788587",TN,36.187,-82.76,6,5,3
27300,Walmart,"63716607",TN,36.198,-83.025,,,
27301,Walmart,"2668929",TN,36.201,-83.018,,,
27302,Family Dollar,"5832773",TN,36.257,-83.085,,,
27303,Pilot,"67285347",TN,36.316,-82.832,,,
27304,Pilot,"42979138",TN,36.320496,-82.831908,,,
27305,Family Dollar,"5832987",TN,36.329,-82.839,,,
27306,Walmart,"67302024",TN,36.397,-83.02,2,2,1
27307,Dollar Tree,"8782483",TN,36.405,-83.009,2,2,2
27308,Family Dollar,"5832460",TN,36.412,-82.995,2,2,2
27309,Ahold Delhaize,"64303497",TN,36.413,-82.994,2,2,2
27310,Family Dollar,"5787567",TN,35.259,-85.736,3,3,3
27311,Family Dollar,"5832715",TN,35.369,-85.634,,,
27312,Walmart,"67262154",TN,36.214,-83.255,2,2,2
27313,Family Dollar,"5933682",TN,36.256,-83.198,,,
27314,Family Dollar,"5790798",TN,34.99,-85.199,4,2,1
27315,Ahold Delhaize,"6455980",TN,34.995,-85.237,4,1,1
27316,Family Dollar,"5790776",TN,34.996,-85.236,4,2,1
27317,Walmart,"8408110",TN,34.997,-85.245,5,1,1
27318,Publix,"43136736",TN,34.9979304,-85.0930315,3,2,1
27319,Publix,"5634439",TN,34.999,-85.134,9,4,2
27320,Publix,"6141050",TN,35.002,-85.139,9,4,2
27321,Family Dollar,"8143193",TN,35.003,-85.259,4,2,1
27322,Walmart,"8345554",TN,35.005,-85.149,10,7,3
27323,Family Dollar,"5787586",TN,35.005,-85.294,4,2,
27324,Walmart,"2232551",TN,35.009,-85.205,6,1,1
27325,Family Dollar,"5787577",TN,35.01,-85.326,2,,
27326,Family Dollar,"6823121",TN,35.012,-85.227,3,2,2
27327,Walmart,"3023094",TN,35.016,-85.377,1,1,1
27328,Family Dollar,"5787585",TN,35.019,-85.28,5,2,1
27329,Ahold Delhaize,"64303780",TN,35.022,-85.243,5,5,
27330,Family Dollar,"5790808",TN,35.024,-85.248,5,4,1
27331,Target,"42763926",TN,35.024367,-85.155256,9,8,6
27332,Target,"5509123",TN,35.025,-85.156,9,8,6
27333,Family Dollar,"5790773",TN,35.028,-85.235,5,5,
27334,Ahold Delhaize,"45803870",TN,35.031,-85.364,1,1,1
27335,Walmart,"25278223",TN,35.031,-85.153,9,7,6
27336,Home Depot,"5678379",TN,35.036,-85.149,8,7,6
27337,Family Dollar,"5787573",TN,35.04,-85.269,6,4,3
27338,Family Dollar,"7243706",TN,35.043,-85.167,7,6,6
27339,Walmart,"8493563",TN,35.044,-85.218,4,3,
27340,Ahold Delhaize,"64303799",TN,35.048,-85.242,5,4,2
27341,Family Dollar,"5787579",TN,35.05,-85.31,6,2,1
27342,Dollar Tree,"64012220",TN,35.053,-85.249,4,4,2
27343,Family Dollar,"5787584",TN,35.053,-85.15,6,6,5
27344,Macy�s,"10025213",TN,35.066,-85.309,6,3,1
27345,Walmart,"2336280",TN,35.069,-85.181,6,2,1
27346,Dollar Tree,"67408794",TN,35.074,-85.074,3,3,3
27347,Walmart,"2342545",TN,35.079,-85.183,2,1,1
27348,Walmart,"4913400",TN,35.081,-85.064,3,3,3
27349,Family Dollar,"5790787",TN,35.087,-85.191,1,1,1
27350,Walmart,"4831083",TN,35.09,-85.331,2,2,1
27351,Ahold Delhaize,"45803978",TN,35.091,-85.182,1,1,1
27352,Family Dollar,"7639051",TN,35.093,-85.309,4,3,1
27353,Ahold Delhaize,"64303942",TN,35.101,-85.326,3,1,1
27354,Walmart,"8408157",TN,35.114,-85.263,12,10,3
27355,Ahold Delhaize,"64303934",TN,35.114,-85.26,12,10,3
27356,Ahold Delhaize,"6459961",TN,35.114,-85.263,12,10,3
27357,Ahold Delhaize,"64303888",TN,35.136,-85.282,10,7,2
27358,Home Depot,"45696497",TN,35.137,-85.243,13,11,8
27359,Target,"5489445",TN,35.146,-85.252,14,9,8
27360,Ahold Delhaize,"64303837",TN,35.152,-85.2,13,5,4
27361,Walmart,"67273612",TN,35.153,-85.246,15,11,5
27362,Dollar Tree,"25750275",TN,35.157,-85.213,13,11,5
27363,Walmart,"25767208",TN,35.161,-85.212,13,7,5
27364,Family Dollar,"5787604",TN,35.183,-85.066,,,
27365,Walmart,"8465950",TN,35.187,-85.19,5,5,2
27366,Walmart,"2791064",TN,35.235,-85.2,3,3,2
27367,Dollar Tree,"6491334",TN,35.246,-85.183,3,3,3
27368,Ahold Delhaize,"45978646",TN,35.249,-85.181,3,3,3
27369,Walmart,"12618675",TN,35.256,-85.176,3,3,2
27370,Family Dollar,"5832742",TN,36.516,-83.216,1,1,1
27371,Ahold Delhaize,"8560941",TN,35.065,-88.891,,,
27372,Family Dollar,"5670960",TN,35.256,-88.995,,,
27373,Dollar Tree,"6551851",TN,35.262,-88.994,,,
27374,Walmart,"7360287",TN,35.28,-89.025,,,
27375,Dollar Tree,"67434527",TN,35.225,-88.235,5,5,5
27376,Walmart,"67379992",TN,35.225,-88.239,5,5,5
27377,Family Dollar,"5670898",TN,35.227,-88.231,5,5,5
27378,Family Dollar,"5832485",TN,36.529,-82.689,1,,
27379,Ahold Delhaize,"6464717",TN,36.53,-82.684,1,1,
27380,Ahold Delhaize,"65149165",TN,36.532,-82.679,1,1,
27381,Walmart,"67268429",TN,36.557,-82.603,2,1,1
27382,Walmart,"4700028",TN,35.587,-89.239,1,1,1
27383,Dollar Tree,"7915700",TN,35.593,-89.261,1,1,1
27384,Family Dollar,"7944844",TN,35.594,-89.256,1,1,1
27385,Family Dollar,"5670883",TN,35.653,-88.396,3,3,2
27386,Macy�s,"6646182",TN,35.655,-88.398,3,3,1
27387,Walmart,"67380843",TN,35.655,-88.411,3,3,1
27388,Ahold Delhaize,"8560264",TN,35.657,-88.393,3,3,1
27389,Dollar Tree,"5880986",TN,35.657,-88.393,3,3,1
27390,Walmart,"20439628",TN,35.658,-88.414,3,3,1
27391,Walmart,"7325619",TN,36.281,-88.308,3,3,3
27392,Dollar Tree,"64181685",TN,36.294,-88.313,3,3,3
27393,Dollar Tree,"8098692",TN,35.793,-87.462,,,
27394,Family Dollar,"5832820",TN,36.316,-87.714,2,1,1
27395,Walmart,"15594580",TN,36.016,-87.778,,,
27396,Walmart,"67447584",TN,36.084,-87.833,,,
27397,Walmart,"2586405",TN,35.951,-83.547,,,
27398,Family Dollar,"5925816",TN,35.963,-83.591,1,1,1
27399,Family Dollar,"5832983",TN,36.018,-83.422,,,
27400,Ahold Delhaize,"65352440",TN,36.446,-81.796,1,1,
27401,Dollar Tree,"65446429",TN,35.802,-84.27,1,1,1
27402,Home Depot,"67322566",TN,35.82,-84.263,1,1,1
27403,Walmart,"23793600",TN,35.822,-84.269,1,1,1
27404,Macy�s,"43293639",TN,35.8618665,-84.2237922,2,1,1
27405,Macy�s,"7268537",TN,35.895,-84.171,13,12,10
27406,Walmart,"7260965",TN,35.9,-84.145,15,12,10
27407,Target,"42763591",TN,35.900363,-84.151753,14,13,10
27408,Target,"5503286",TN,35.902,-84.152,14,13,10
27409,Pilot,"67218479",TN,35.903,-84.021,5,3,
27410,Pilot,"9536750",TN,35.904,-84.141,16,12,8
27411,Home Depot,"63989298",TN,35.91,-84.094,11,9,8
27412,Walmart,"2209097",TN,35.911,-83.844,1,1,1
27413,Home Depot,"2975666",TN,35.911,-83.847,1,1,1
27414,Walmart,"25277324",TN,35.921,-83.864,2,2,
27415,Ahold Delhaize,"64303659",TN,35.921,-83.867,2,2,
27416,Family Dollar,"5832572",TN,35.937,-83.907,1,1,1
27417,Walmart,"7928227",TN,35.951,-83.94,7,2,
27418,Walmart,"6191189",TN,35.975,-83.93,5,4,4
27419,Family Dollar,"5832595",TN,35.98,-83.904,7,4,2
27420,Family Dollar,"5832995",TN,35.987,-83.893,8,4,2
27421,Pilot,"7832087",TN,35.998,-83.778,,,
27422,Pilot,"42979209",TN,35.999401,-83.77719,,,
27423,Family Dollar,"5832955",TN,36.004,-83.868,9,6,2
27424,Pilot,"67285352",TN,36.007,-83.771,,,
27425,Pilot,"64791947",TN,36.02,-83.855,7,7,2
27426,Pilot,"67418413",TN,36.025,-83.924,12,8,4
27427,Home Depot,"63989328",TN,36.028,-83.883,11,7,5
27428,Ahold Delhaize,"64303608",TN,36.03,-83.884,11,7,5
27429,Walmart,"45727147",TN,36.03,-83.865,7,7,5
27430,Target,"7264879",TN,36.035,-83.888,11,8,5
27431,Family Dollar,"5832779",TN,36.039,-83.72,,,
27432,Pilot,"64792587",TN,36.071,-83.927,5,1,
27433,Walmart,"24292842",TN,36.084,-83.932,1,,
27434,Walmart,"6270155",TN,36.085,-83.938,1,,
27435,Family Dollar,"5670982",TN,36.264,-89.491,,,
27436,Dollar Tree,"46431942",TN,35.583,-89.643,2,2,2
27437,Walmart,"22154310",TN,35.584,-89.642,2,2,2
27438,Family Dollar,"5670877",TN,35.745,-89.533,1,1,1
27439,Walmart,"7360100",TN,35.761,-89.543,1,1,
27440,Dollar Tree,"67212308",TN,35.763,-89.542,1,1,
27441,Family Dollar,"5832818",TN,35.085,-87.431,2,2,2
27442,Family Dollar,"7169817",TN,35.243,-87.329,1,1,1
27443,Dollar Tree,"6547817",TN,35.248,-87.333,1,1,1
27444,Walmart,"46285105",TN,35.273,-87.319,1,1,1
27445,Family Dollar,"5832823",TN,35.548,-87.557,,,
27446,Dollar Tree,"8177232",TN,35.549,-87.556,,,
27447,Walmart,"7324331",TN,35.557,-87.529,,,
27448,Walmart,"46504966",TN,35.138,-86.567,1,1,1
27449,Dollar Tree,"65154967",TN,35.152,-86.57,1,1,1
27450,Family Dollar,"5832429",TN,35.153,-86.577,1,1,
27451,Ahold Delhaize,"6458571",TN,35.661,-84.287,,,
27452,Ahold Delhaize,"42724556",TN,35.662556,-84.288859,,,
27453,Dollar Tree,"7273912",TN,35.734,-84.354,1,1,1
27454,Pilot,"67418407",TN,35.874,-84.459,2,,
27455,Family Dollar,"5832597",TN,35.878,-84.509,5,5,2
27456,Walmart,"12623423",TN,36.511,-86.01,3,3,1
27457,Walmart,"66498066",TN,36.521,-86.037,3,3,3
27458,Dollar Tree,"7377636",TN,36.523,-86.028,3,3,3
27459,Walmart,"15156877",TN,35.613,-88.826,5,1,
27460,Family Dollar,"5671118",TN,35.616,-88.813,8,,
27461,Family Dollar,"5670909",TN,35.624,-88.837,8,4,
27462,Family Dollar,"7341552",TN,35.632,-88.787,7,4,3
27463,Family Dollar,"7959070",TN,35.636,-88.822,10,6,3
27464,Family Dollar,"5670980",TN,35.652,-88.866,9,7,3
27465,Dollar Tree,"4730293",TN,35.655,-88.829,14,8,4
27466,Macy�s,"9964131",TN,35.656,-88.828,14,8,4
27467,Walmart,"2540005",TN,35.659,-88.853,12,8,6
27468,Pilot,"5472885",TN,35.659,-88.831,14,7,5
27469,Walmart,"7260998",TN,35.666,-88.85,11,9,5
27470,Walmart,"14665190",TN,35.666,-88.851,11,8,5
27471,Home Depot,"64235149",TN,35.667,-88.859,11,8,4
27472,Dollar Tree,"9719993",TN,35.674,-88.781,8,3,
27473,Target,"5509750",TN,35.687,-88.858,11,8,5
27474,Walmart,"64216519",TN,35.041,-85.683,3,1,1
27475,Dollar Tree,"64376397",TN,35.048,-85.672,2,1,1
27476,Family Dollar,"5790809",TN,35.191,-85.521,1,1,1
27477,Dollar Tree,"4924691",TN,35.447,-86.795,1,1,1
27478,Walmart,"12622311",TN,35.448,-86.778,1,1,1
27479,Family Dollar,"5832455",TN,35.458,-86.788,1,1,1
27480,Ahold Delhaize,"6456070",TN,35.463,-86.783,1,1,1
27481,Walmart,"2830811",TN,35.471,-86.791,1,1,
27482,Family Dollar,"5832989",TN,35.613,-86.7,1,1,
27483,Dollar Tree,"10289397",TN,35.546,-87.201,1,1,1
27484,Walmart,"12623695",TN,35.595,-87.052,7,6,6
27485,Walmart,"67314264",TN,35.598,-87.052,7,6,6
27486,Ahold Delhaize,"6479383",TN,35.614,-87.038,8,8,2
27487,Dollar Tree,"9548780",TN,35.626,-87.032,8,2,2
27488,Target,"42763627",TN,35.741735,-86.936934,1,1,
27489,Target,"5382783",TN,35.742,-86.938,1,1,
27490,Family Dollar,"5832719",TN,35.745,-86.94,1,1,
27491,Dollar Tree,"8923591",TN,35.747,-86.906,1,1,
27492,Home Depot,"4698982",TN,35.747,-86.938,1,1,
27493,Ahold Delhaize,"64316351",TN,35.75,-86.932,1,1,1
27494,Walmart,"7616868",TN,35.773,-86.919,1,1,1
27495,Family Dollar,"5832619",TN,35.324,-84.525,1,1,1
27496,Family Dollar,"10086478",TN,35.427,-84.483,1,1,1
27497,Family Dollar,"7753440",TN,35.428,-84.482,1,1,1
27498,Dollar Tree,"31575226",TN,35.448,-84.604,10,8,8
27499,Family Dollar,"5832441",TN,35.448,-84.611,10,9,7
27500,Ahold Delhaize,"46475923",TN,35.45,-84.617,10,9,7
27501,Walmart,"7324279",TN,35.453,-84.631,9,8,8
27502,Walmart,"7583459",TN,35.581,-84.479,4,4,4
27503,Family Dollar,"5832438",TN,35.592,-84.478,4,4,4
27504,Dollar Tree,"8782473",TN,35.601,-84.47,4,4,4
27505,Walmart,"65031334",TN,35.139,-88.575,,,
27506,Dollar Tree,"8441593",TN,35.17,-88.593,,,
27507,Family Dollar,"7690617",TN,35.236,-88.386,1,1,1
27508,Family Dollar,"5832711",TN,35.69,-84.864,2,2,2
27509,Family Dollar,"5832723",TN,35.505,-84.369,,,
27510,Ahold Delhaize,"46736972",TN,35.507,-84.37,,,
27511,Walmart,"65624440",TN,35.513,-84.361,1,,
27512,Dollar Tree,"67290105",TN,35.521,-84.366,1,,
27513,Walmart,"14811510",TN,35.537,-84.333,1,1,1
27514,Ahold Delhaize,"64316424",TN,36.478,-87.377,,,
27515,Walmart,"6726550",TN,36.502,-87.25,1,,
27516,Ahold Delhaize,"6479384",TN,36.508,-87.271,3,1,
27517,Walmart,"67310345",TN,36.51,-87.27,3,1,
27518,Family Dollar,"7171420",TN,36.511,-87.365,3,1,
27519,Macy�s,"6757828",TN,36.515,-87.314,4,4,4
27520,Family Dollar,"7944842",TN,36.521,-87.332,5,4,3
27521,Walmart,"8381093",TN,36.551,-87.397,7,5,4
27522,Family Dollar,"7169820",TN,36.554,-87.396,7,5,4
27523,Family Dollar,"5832630",TN,36.567,-87.405,6,5,5
27524,Macy�s,"6927243",TN,36.568,-87.349,8,3,2
27525,Ahold Delhaize,"6455997",TN,36.573,-87.408,5,5,4
27526,Dollar Tree,"8897389",TN,36.574,-87.339,8,6,2
27527,Ahold Delhaize,"64316408",TN,36.574,-87.407,5,5,4
27528,Walmart,"15602486",TN,36.58,-87.412,5,5,2
27529,Home Depot,"64858685",TN,36.581,-87.298,8,5,5
27530,Walmart,"8376035",TN,36.582,-87.335,9,7,2
27531,Target,"5509565",TN,36.592,-87.291,6,5,5
27532,Walmart,"45840954",TN,36.594,-87.289,6,5,4
27533,Walmart,"8378862",TN,36.634,-87.422,4,2,1
27534,Family Dollar,"5832430",TN,35.918,-84.569,4,4,1
27535,Dollar Tree,"9179167",TN,35.918,-84.568,4,4,1
27536,Ahold Delhaize,"64016692",TN,35.92,-84.563,4,4,1
27537,Family Dollar,"5832747",TN,36.106,-84.594,,,
27538,Dollar Tree,"7382245",TN,36.341,-88.855,1,1,1
27539,Walmart,"22154450",TN,36.345,-88.877,1,1,1
27540,Walmart,"4801535",TN,36.355,-88.884,1,1,1
27541,Walmart,"15593568",TN,36.414,-89.08,4,4,3
27542,Dollar Tree,"2223009",TN,36.42,-89.055,4,4,3
27543,Ahold Delhaize,"64316386",TN,36.153,-85.478,14,12,4
27544,Walmart,"2001899",TN,36.184,-85.459,6,2,
27545,Family Dollar,"42514219",TN,35.621495,-87.833491,2,2,2
27546,Family Dollar,"5832986",TN,36.573,-85.146,,,
27547,Family Dollar,"5790818",TN,35.034,-84.383,2,2,2
27548,Family Dollar,"5832724",TN,35.172,-84.651,1,1,1
27549,Pilot,"42979230",TN,36.1337,-85.5041,13,13,7
27550,Pilot,"9896031",TN,36.134,-85.504,13,13,7
27551,Publix,"10347657",TN,36.138,-85.509,13,13,9
27552,Walmart,"64848647",TN,36.144,-85.5,14,13,12
27553,Pilot,"45229880",TN,36.152,-85.501,14,13,13
27554,Dollar Tree,"9719992",TN,36.154,-85.513,14,13,12
27555,Ahold Delhaize,"6449304",TN,36.157,-85.517,14,13,10
27556,Dollar Tree,"30869455",TN,36.159,-85.503,14,14,13
27557,Walmart,"12622494",TN,36.162,-85.505,14,14,7
27558,Family Dollar,"5832568",TN,35.872,-84.679,3,3,3
27559,Dollar Tree,"43292796",MS,35.875344,-84.675327,3,3,3
27560,Walmart,"67236485",TN,35.88,-84.658,3,3,1
27561,Dollar Tree,"9548876",TN,36.468,-86.665,2,2,2
27562,Walmart,"5432016",TN,36.472,-86.675,2,2,2
27563,Walmart,"67357629",TN,36.484,-86.888,4,4,4
27564,Family Dollar,"5832474",TN,36.495,-86.88,4,4,4
27565,Dollar Tree,"66507294",TN,36.495,-86.879,4,4,4
27566,Ahold Delhaize,"63994720",TN,36.496,-86.88,4,4,4
27567,Walmart,"12623229",TN,36.497,-86.88,4,4,4
27568,Walmart,"8145463",TN,35.776,-86.4,7,4,2
27569,Ahold Delhaize,"6456024",TN,35.785,-86.402,7,4,4
27570,Pilot,"42979318",TN,35.807764,-86.396409,10,8,6
27571,Walmart,"8493561",TN,35.813,-86.447,11,4,1
27572,Publix,"6141057",TN,35.813,-86.368,9,6,3
27573,Walmart,"67424321",TN,35.833,-86.351,7,5,1
27574,Ahold Delhaize,"64238318",TN,35.835,-86.376,11,6,4
27575,Family Dollar,"5832854",TN,35.836,-86.377,12,7,2
27576,Publix,"6141059",TN,35.842,-86.472,10,7,3
27577,Target,"5509413",TN,35.843,-86.426,14,10,5
27578,Home Depot,"46231846",TN,35.846,-86.423,15,10,5
27579,Walmart,"45820465",TN,35.85,-86.428,13,10,9
27580,Dollar Tree,"66922887",TN,35.854,-86.418,15,10,8
27581,Pilot,"5310411",TN,35.855,-86.412,14,11,4
27582,Ahold Delhaize,"65170172",TN,35.856,-86.37,12,5,4
27583,Publix,"43126560",TN,35.860263,-86.508894,2,1,1
27584,Walmart,"8493562",TN,35.867,-86.465,12,6,2
27585,Ahold Delhaize,"64015831",TN,35.872,-86.39,12,7,5
27586,Family Dollar,"6894863",TN,35.874,-86.354,6,4,2
27587,Walmart,"7995986",TN,35.878,-86.383,9,7,2
27588,Dollar Tree,"10578839",TN,35.889,-86.382,7,7,3
27589,Macy�s,"6141058",TN,35.911,-86.384,4,2,1
27590,Ahold Delhaize,"64237923",TN,35.957,-86.519,7,4,1
27591,Dollar Tree,"5539561",TN,35.968,-86.535,9,6,2
27592,Walmart,"12623598",TN,35.971,-86.496,4,4,2
27593,Family Dollar,"5832490",TN,35.977,-86.513,6,6,4
27594,Ahold Delhaize,"64015963",TN,35.985,-86.494,4,4,3
27595,Family Dollar,"7374711",TN,36.379,-84.396,,,
27596,Family Dollar,"5832845",TN,36.412,-84.493,1,1,
27597,Family Dollar,"43222572",TN,36.41315872,-84.53778984,1,1,1
27598,Family Dollar,"5832728",TN,36.504,-84.515,,,
27599,Dollar Tree,"6299746",TN,36.504,-84.517,,,
27600,Walmart,"12619140",TN,36.515,-84.507,,,
27601,Family Dollar,"5722266",TN,35.727,-83.471,,,
27602,Family Dollar,"7211571",TN,35.796,-83.59,3,2,2
27603,Family Dollar,"9012623",TN,35.798,-83.46,,,
27604,Walmart,"12622818",TN,35.839,-83.573,4,1,1
27605,Walmart,"8593371",TN,35.863,-83.53,3,,
27606,Family Dollar,"5832459",TN,35.869,-83.563,4,3,2
27607,Ahold Delhaize,"6449235",TN,35.87,-83.571,4,3,2
27608,Ahold Delhaize,"63759349",TN,35.872,-83.574,4,3,2
27609,Family Dollar,"5492324",TN,35.872,-83.496,1,,
27610,Home Depot,"5247290",TN,35.878,-83.568,4,3,3
27611,Publix,"10634379",TN,35.898,-83.578,3,3,3
27612,Family Dollar,"4706404",TN,35.002,-90.026,11,5,3
27613,Walmart,"2668913",TN,35.004,-90.025,11,5,3
27614,Family Dollar,"7610284",TN,35.005,-89.831,7,2,2
27615,Walmart,"2728352",TN,35.017,-89.853,10,6,2
27616,Pilot,"67430389",TN,35.019,-89.898,8,5,2
27617,Family Dollar,"2789052",TN,35.02,-90.008,7,5,3
27618,Dollar Tree,"7915688",TN,35.02,-89.799,11,10,1
27619,Family Dollar,"2738187",TN,35.02,-90.057,9,5,
27620,Family Dollar,"2738181",TN,35.02,-89.954,6,3,1
27621,Dollar Tree,"8425209",TN,35.021,-89.825,15,8,2
27622,Family Dollar,"2738158",TN,35.021,-89.842,18,6,2
27623,Walmart,"67380025",TN,35.022,-89.83,16,8,2
27624,Macy�s,"6093573",TN,35.026,-89.716,7,5,
27625,Family Dollar,"8673234",TN,35.034,-89.866,11,10,5
27626,Family Dollar,"4689702",TN,35.034,-89.849,18,10,7
27627,Family Dollar,"6828592",TN,35.034,-89.795,11,11,8
27628,Family Dollar,"2789075",TN,35.036,-90.027,5,4,3
27629,Dollar Tree,"5840917",TN,35.038,-90.025,5,4,3
27630,Walmart,"22154299",TN,35.046,-89.68,7,4,4
27631,Dollar Tree,"45418764",TN,35.046,-89.686,7,4,3
27632,Dollar Tree,"7656182",TN,35.047,-89.866,17,7,6
27633,Target,"2844566",TN,35.047,-89.807,15,10,8
27634,Family Dollar,"6636885",TN,35.048,-89.922,13,8,2
27635,Family Dollar,"7149371",TN,35.049,-89.857,17,7,7
27636,Family Dollar,"2737660",TN,35.049,-89.837,18,16,5
27637,Walmart,"65509595",TN,35.05,-89.853,19,10,7
27638,Walmart,"67232364",TN,35.05,-89.812,18,11,8
27639,Macy�s,"66279151",TN,35.05,-89.863,17,7,6
27640,Target,"2224321",TN,35.05,-89.69,7,5,3
27641,Home Depot,"65479491",TN,35.05,-89.696,7,7,3
27642,Target,"42763886",TN,35.050134,-89.690943,7,7,3
27643,Dollar Tree,"5619417",TN,35.051,-89.805,15,8,8
27644,Family Dollar,"2738207",TN,35.051,-89.919,13,8,1
27645,Family Dollar,"2789081",TN,35.052,-89.956,7,4,
27646,Family Dollar,"2738165",TN,35.052,-89.886,18,12,4
27647,Pilot,"65007328",TN,35.053,-89.933,10,6,3
27648,Home Depot,"46470077",TN,35.054,-89.831,18,18,7
27649,Family Dollar,"8396621",TN,35.056,-90.025,5,4,2
27650,Family Dollar,"2738142",TN,35.06,-89.866,12,9,7
27651,Dollar Tree,"63700492",TN,35.061,-89.906,18,7,4
27652,Macy�s,"65576071",TN,35.061,-89.842,19,11,4
27653,Family Dollar,"2737371",TN,35.062,-89.907,18,7,4
27654,Family Dollar,"2738154",TN,35.063,-89.886,20,11,3
27655,Target,"5509672",TN,35.065,-89.756,11,4,3
27656,Walmart,"67415953",TN,35.07,-89.863,16,9,5
27657,Family Dollar,"7173814",TN,35.075,-89.932,16,8,4
27658,Family Dollar,"6277078",TN,35.075,-89.906,17,9,6
27659,Family Dollar,"6846566",TN,35.076,-89.878,18,14,3
27660,Walmart,"15587142",TN,35.078,-89.896,20,9,4
27661,Walmart,"6598607",TN,35.078,-89.928,16,8,5
27662,Family Dollar,"6894125",TN,35.081,-89.985,4,1,1
27663,Macy�s,"5083939",TN,35.085,-89.851,14,6,2
27664,Family Dollar,"6539177",TN,35.086,-89.828,13,4,2
